Title;Release_Date;Developers;Summary;Platforms;Genres;Rating;Plays;Playing;esrb_rating
Izumo;TBD;[];An adult novel visual novel for Dreamcast and PC;[];[];N/A;0;0;
Magatama;Nov 20, 2003;['Microsoft Game Studios'];A Microsoft Game Studios action adventure game developed for the Xbox and released only in Japan;['Xbox'];[];N/A;1;1;
Scrabble Slam!;Apr 26, 2010;['Electronic Arts'];Scrabble Slam! from EA;['Nintendo DSi'];['Puzzle'];N/A;1;0;
DJMax Technika 2;TBD;[];Hold your breath for a new challenge in this sequel to Pentavision's hit touch screen rhythm arcade game.;[];['Music'];N/A;4;0;
MyMan;TBD;[];;[];[];N/A;0;0;
Battlefield 1: Revolution and Titanfall 2: Ultimate Edition Bundle;TBD;[];;[];[];N/A;1;0;
Autumn and Girls;Oct 20, 2020;[];This game is a classic puzzle game with several levels of difficulty and beautiful arts. Enjoy!;['Windows PC'];['Indie'];N/A;2;0;
Our Apartment;TBD;[];You're living your daily normal single life when you meet Naomi, a seemingly normal woman at a local café. Some time later, by accident, she suddenly ends up having to live with you! Experience your new day to day life as you build a relationship with her and experiment with new things!;[];['Simulator'];N/A;2;0;
Ocean Oi;TBD;[];Experimental turn-based battle gauntlet in RM2K;[];['RPG'];N/A;0;0;
Daytona USA;TBD;['Tiger Electronics'];;[];[];N/A;0;0;
Tetris.com;TBD;['Union Industry'];Tetris.com was a handheld released in Japan. It featured an infrared sensor for multiplayer use and message function.;[];['Puzzle'];N/A;2;0;
Pokémon Pikachu 2;Nov 21, 1999;['Nintendo'];;['Handheld Electronic LCD'];[];N/A;8;0;
Neko Gacha;Jan 14, 2017;['Lunime'];Create your own Neko team of unique, fun-shaped kittens and Gacha for rare 6 Nekos! Win Neko coins and gems by playing Mini-Games or fighting Bosses! Decorate your own room and backyard and visit your friends! Can you collect them all?;['Android'];['Simulator'];N/A;1;0;
Yume Nikki Nijisousaku STG;Sep 02, 2014;['heat_thinker'];Yume Nikki Nijisousaku STG is a vertical-scrolling shooter/bullet-hell style Yume Nikki fangame. You control Madotsuki from the original game as she fights her way through the White Desert.;['Windows PC'];['Shooter'];N/A;0;0;
Neko Miko Onryou Toubatsu Emaki;Jan 29, 2016;[];In this side-scrolling shooter with six stages, choose three out of six different cats and utilize their unique abilities to fight back against the vengeful yokai!;['Windows PC'];['Shooter'];N/A;1;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
Westward Journey Online;TBD;[];Chinese MMORPG, based on the classic Chinese novel Journey to the West. At its height, it was the most popular MMORPG in China.;[];['RPG'];N/A;0;0;
DJMax Technika 2;TBD;[];Hold your breath for a new challenge in this sequel to Pentavision's hit touch screen rhythm arcade game.;[];['Music'];N/A;4;0;
Decimation X3;TBD;[];The sequel to the wildly popular fixed-shooter Xbox Live Indie Game Decimation X, Decimation X3 is back with intenser gameplay. The game brings new additions to the series like Boss Battles and new upgrades.;[];['Shooter'];N/A;1;0;
Football Games Room;TBD;[];;[];[];N/A;1;0;
Granblue Fantasy: Versus - Djeeta;TBD;[];"Djeeta" is a DLC for use with Granblue Fantasy: Versus.;[];[];N/A;0;0;
Brave Ball;TBD;[];Brave Ball is an action game where you kill monsters. With a soccer ball. By using really over the top anime shots. There is also a story of manipulation and betrayal to finish up one weird game.;[];['RPG'];N/A;2;0;
Root of Wisdom;Apr 08, 2019;[];"Does anybody else remember that game?";['Web browser'];[];N/A;1;0;
Kyokujitsu ni Kokoro Arawasu Gojitsudan: So long;TBD;[];A fandisc after story to the indie game "Kyokujitsu ni Kokoro Arawasu". /n Several years after the Russo-Japanese War, several years after the happy ending of the main characters. /n Set in the Taisho era, before the Washington Conference.;[];['Visual Novel'];N/A;0;0;
Simple 1500 Series Vol. 20: The Puzzle;Nov 18, 1999;['D3 Publisher'];Is a classic 2D puzzle game with a fantasy theme and cartoon graphics. The gameplay as usual in these kind of games is about putting the same kind of colour ball pieces together so they can be destroyed. When all the colour ball are destroyed the level is cleared. /n The major difference is in how the balls are moved, the player controls a character that is on charge of somekind of cannonball that used to shot the different colour balls, the more the button is pressed the farther the ball will go.;['PlayStation'];['Arcade'];N/A;1;0;
Simple 1500 Series Vol. 12: The Quiz;Aug 12, 1999;['D3Publisher'];;['PlayStation'];[];N/A;1;0;
Yume Nikki Nijisousaku STG;Sep 02, 2014;['heat_thinker'];Yume Nikki Nijisousaku STG is a vertical-scrolling shooter/bullet-hell style Yume Nikki fangame. You control Madotsuki from the original game as she fights her way through the White Desert.;['Windows PC'];['Shooter'];N/A;0;0;
Neko Miko Onryou Toubatsu Emaki;Jan 29, 2016;[];In this side-scrolling shooter with six stages, choose three out of six different cats and utilize their unique abilities to fight back against the vengeful yokai!;['Windows PC'];['Shooter'];N/A;1;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
Westward Journey Online;TBD;[];Chinese MMORPG, based on the classic Chinese novel Journey to the West. At its height, it was the most popular MMORPG in China.;[];['RPG'];N/A;0;0;
Space Dude;Dec 31, 1994;[];;['PC DOS'];['Strategy'];N/A;0;0;
In the Cards;TBD;[];a short game about a first date & a tarot reading;[];['Visual Novel'];N/A;0;0;
Tetris.com;TBD;['Union Industry'];Tetris.com was a handheld released in Japan. It featured an infrared sensor for multiplayer use and message function.;[];['Puzzle'];N/A;2;0;
Matchbox Caterpillar Construction Zone 2: Gold Mining;TBD;[];;[];[];N/A;1;0;
Yume Nikki Nijisousaku STG;Sep 02, 2014;['heat_thinker'];Yume Nikki Nijisousaku STG is a vertical-scrolling shooter/bullet-hell style Yume Nikki fangame. You control Madotsuki from the original game as she fights her way through the White Desert.;['Windows PC'];['Shooter'];N/A;0;0;
Neko Miko Onryou Toubatsu Emaki;Jan 29, 2016;[];In this side-scrolling shooter with six stages, choose three out of six different cats and utilize their unique abilities to fight back against the vengeful yokai!;['Windows PC'];['Shooter'];N/A;1;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
I Don't Know Which Name I Should Give This Game;Jul 25, 2019;['PoteComPao'];;['Windows PC'];[];N/A;1;0;
Glass Masquerade: Christmas Day Puzzle;TBD;[];Contains free mini-DLC with single "Christmas Day" puzzle. Enjoy!;[];['Indie'];N/A;3;0;
Pinball FX3: Core Collection;Dec 12, 2017;[];Core Collection, a package of four beautifully crafted pinball tables featuring Secrets of the Deep, Biolab, Rome and Pasha.;['Nintendo Switch'];['Simulator'];N/A;1;0;
Yume Nikki Nijisousaku STG;Sep 02, 2014;['heat_thinker'];Yume Nikki Nijisousaku STG is a vertical-scrolling shooter/bullet-hell style Yume Nikki fangame. You control Madotsuki from the original game as she fights her way through the White Desert.;['Windows PC'];['Shooter'];N/A;0;0;
IndependAnt;Apr 25, 2023;[];Explore the vast Living Room to find food for your struggling ant colony in this cute and casual collectathon!;['Windows PC'];['Adventure'];2.8;4;0;
F1 Exhaust Note;Dec 23, 1991;[];F1 Exhaust Note is a two-player arcade game modeled on Formula One racing game, released in 1991.;['Arcade'];['Racing'];N/A;0;0;
Foster's Home for Imaginary Friends: The Golden Paddleball;TBD;[];An edutainment game for the Leapster. Players must find the golden paddle ball.;[];['Adventure'];N/A;0;0;
The Crack of Doom;TBD;[];The Crack of Doom is the last game in Melbourne House's series of adventure games based on Tolkien's Lord of the Rings;[];['Adventure'];N/A;0;0;
Toyland Racing;TBD;[];;[];['Racing'];N/A;2;0;
I Don't Know Which Name I Should Give This Game;Jul 25, 2019;['PoteComPao'];;['Windows PC'];[];N/A;1;0;
Pinball FX3: Core Collection;Dec 12, 2017;[];Core Collection, a package of four beautifully crafted pinball tables featuring Secrets of the Deep, Biolab, Rome and Pasha.;['Nintendo Switch'];['Simulator'];N/A;1;0;
My Crazy High School Romcom;Aug 22, 2019;['Genius Studio Japan'];Relive your high school fantasies in this brand-new interactive story that's fun, full of laughter and also a little bit sexy! Step in the shoes of the protagonist as you make important decisions that will dictate your path to romance. Will you end up with the girl of your dreams?;['Android'];['Visual Novel'];N/A;0;0;
Know more Thai;TBD;[];Different countries have different culture. When people "Know More Thai" is a full 3D 3rd person game to let its player learn about Thai etiquette and Customs. This game aims at supporting foreigners who plan to visit Thailand to learn about the rules, social believes, and Thai cultures.;[];[];N/A;0;0;
Unreal Tournament 2004: Editor's Choice Edition;Mar 16, 2004;['Epic Games'];Unreal Tournament 2004 is a multiplayer first person shooter that combines the kill-or-be-killed experience of gladiatorial combat with cutting-edge technology. Ten game modes - both team-based and "every man for himself" -- provide even the most hardcore gamer with palm-sweating challenges through unbelievably detailed indoor arenas and vast outdoor environments. As the ultimate techno-gladiator of the future, players will take their fates into their hands, battling against up to 32 other players online in action-packed, frag-filled arenas.;['Windows PC'];['Shooter'];4.1;26;2;Mature
F1 Exhaust Note;Dec 23, 1991;[];F1 Exhaust Note is a two-player arcade game modeled on Formula One racing game, released in 1991.;['Arcade'];['Racing'];N/A;0;0;
Sakigake!! Otoko Juku: Shippuu Ichi Gou Sei;Mar 03, 1989;[];Sakigake takes place at a school called Otokojuku, which is a private boy school that teaches Oendan to student delinquents. Oendan is basically a cheering squad that is somewhat similar to cheerleaders, except they focus mostly on noise and atmosphere than being acrobatic. The school is run by the principal Heihachi Edajima, who uses martial arts to train his students to be better people for society.;['Family Computer (FAMICOM)'];['Brawler'];N/A;1;0;
Crusader: Adventure Out of Time;TBD;[];;[];['Adventure'];N/A;0;0;
Ava's Quest;TBD;[];;[];[];N/A;1;0;
B67;Aug 31, 2020;[];B67 is a top-down roguelite shooter that finds the player struggling to descend through 67 sub-levels of ever changing chaos. Manage your ammunition as much as your fears as you descend further into the unknown.;['Windows PC'];['Indie'];N/A;0;0;
Lyrica & Lyrica 2 Stars Align;Oct 07, 2021;['COSEN'];Lyrica is a rhythm game that’s unique in many ways. It’s musically entertaining, it expresses literature artistically, it applied poetries in the gameplay and created a new gaming experience for the gamers.;['Nintendo Switch'];['Music'];N/A;0;1;
Pinball FX2 VR: The Walking Dead;TBD;[];Zen Studios, Telltale Games, and Skybound Entertainment partner to create all-new table based on The Walking Dead, the 'Game of the Year' winning series. The table has been recreated with the spectacular effects you can only experience in virtual reality!;[];['Simulator'];N/A;1;0;
Jade Dynasty: New Fantasy;Mar 14, 2022;[];Jade Dynasty: New Fantasy presents the eight sects and classic plot in the popular novel Jade Dynasty. With advanced technology the game not only presents the classic eighteen areas but also expanded the world! The Mortal Realm is within your reach. /n In this world there are so many amazing things for you to see! You can ride a sword and fly into the sky or down into the ocean. Wherever you go, you can find something new! The game involved elements, terrains and brand new turn-based combat system, which means every step you take can make a difference!;['iOS'];['RPG'];N/A;0;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
F1 Exhaust Note;Dec 23, 1991;[];F1 Exhaust Note is a two-player arcade game modeled on Formula One racing game, released in 1991.;['Arcade'];['Racing'];N/A;0;0;
Pit Pot;Dec 14, 1985;['Sega'];Pit Pot is an Action game, developed and published by Sega, which was released in Japan in 1985.;['Sega Master System'];[];2.8;4;0;
Skaut Kwatermaster;TBD;[];A 1995 point-and-click adventure game by LK Avalon.;[];['Adventure'];N/A;0;0;
The Manipulator;Dec 31, 2008;[];As a mysterious operative with the ability to "Manipulate" people and objects and take control of them, you must infiltrate a terrorist stronghold.;['Windows PC'];['Puzzle'];N/A;0;0;
Railroad Tycoon II: The Second Century;TBD;[];An expansion pack for Railroad Tycoon II.;[];['Strategy'];N/A;0;0;
Minnade Counter Fight;TBD;[];"Minnade Counter Fight" is a ramen cooking game based on the VR Ramen Shop Simulator "Counter Fight" that allows up to four players to enjoy local multiplayer. Familiar customers and robbers also appear. Find a playable character full of personality that suits you and head to the kitchen right now.;[];['Indie'];N/A;0;0;
Pinball FX2 VR: The Walking Dead;TBD;[];Zen Studios, Telltale Games, and Skybound Entertainment partner to create all-new table based on The Walking Dead, the 'Game of the Year' winning series. The table has been recreated with the spectacular effects you can only experience in virtual reality!;[];['Simulator'];N/A;1;0;
Tetris.com;TBD;['Union Industry'];Tetris.com was a handheld released in Japan. It featured an infrared sensor for multiplayer use and message function.;[];['Puzzle'];N/A;2;0;
Sessions;Dec 31, 2023;['Robson Paiva'];Sessions blends horror, action, and atmospheric exploration. The player takes on the role of a synthetic human in a dystopian world overrun by mysterious creatures. In this dark sci-fi story, you must face existential horrors and frightening creatures. It's a lonely and evocative game about exploring the unknown and discovering the horrors of the human condition.;['Windows PC'];['Adventure'];N/A;0;0;
Master Blaze;Oct 29, 1999;['Nihon Create'];Role playing game, developed and published by Nihon Create.;['Windows PC'];['RPG'];N/A;0;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
Word Puzzle;TBD;[];Single Player, Xbox LIVE Multiplayer 2-4, 5.1 Surround Sound, HD (High Definition). Ready for the real thing? Purchase the full version of Word Puzzle now to unlock all the features, levels, stages and puzzles in all four game modes. You’ll get unlimited play, leaderboard scoring, achievements and more!;[];[];N/A;0;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
Escape from Cyber City;Feb 01, 1992;[];The Earth is under attack. The evil Guardian's forces are in control. Only a few continue to resist and only you can help. Your mission is to survive the dangers of CyberCity, fight your way to the train and destroy the Guardian's planet. Beware: things are not what they seem! Escape From CyberCity is the first CD-Interactive action adventure to utilize full cel-animation, giving the player the feel of starring in a fast action motion picture. This beautifully animated production features a dynamic, high impact soundtrack and complete interactive play.;['Philips CD-i'];['Adventure'];N/A;0;0;
Pocket Professor: KwikNotes Volume One;Apr 13, 2006;[];Pocket Professor: KwikNotes Volume One is a Miscellaneous game, developed and published by Pocket Direct, L.L.C., which was released in 2006.;['Game Boy Advance'];[];N/A;2;0;
Adventure Player;Jun 30, 2005;['FromSoftware'];Adventure Player is a Japanese PSP game by From Software.;['PlayStation Portable'];[];N/A;0;0;
Project Xandata;Dec 31, 2018;[];Project Xandata is a skill-based competitive, first-person shooter by veteran Filipino developers, Secret 6. Engage in your chosen play style with an expansive customization system in a world that blends sci-fi, fantasy, and Philippine mythology.;['Windows PC'];['Indie'];N/A;2;1;
Family Game Night Fun Pack;TBD;[];;[];[];N/A;2;0;
Brick Planet;TBD;[];;[];[];N/A;2;0;
PJ Masks: Time to be a Hero;TBD;[];;[];[];N/A;0;0;
Lyrica & Lyrica 2 Stars Align;Oct 07, 2021;['COSEN'];Lyrica is a rhythm game that’s unique in many ways. It’s musically entertaining, it expresses literature artistically, it applied poetries in the gameplay and created a new gaming experience for the gamers.;['Nintendo Switch'];['Music'];N/A;0;1;
Light Ignite;Dec 19, 2019;['Branching Factor'];Light defines beauty: relax and immerse yourself with this gorgeous, hypnotizing phenomenon in a stunning optical physics light game. Experience the unique physics of light rays in an amazing laser puzzle which is as challenging as it is joyful. Play with laser physics and control the beam's reflection, refraction, dispersion and curvature. Discover and become a virtuoso of dozens of exciting tools including lasers in all colors, lenses, mirrors and prisms - and even portals and black holes. And all of this with astonishing, real-time physics and visuals which will blow you away. Bring the light of creativity back into your life and build your own light games and levels - and enjoy countless puzzles by your friends, and the Light Ignite players community.;['Android'];['Puzzle'];N/A;2;0;
The Enchanted Cave;Jan 23, 2014;[];Enter the Enchanted Cave, collecting artifacts, stat gems and gold as you fight to reach floor 100! Use the Escape Wings to teleport out and recover, then head back in with powerful artifacts to delve deeper into the cave each time.;['iOS'];[];N/A;1;0;
Disc Saga: Nagisa no Baka Taisho;Apr 21, 1992;['Compile'];;['PC-98'];['RPG'];N/A;0;0;
Mobile Suit Gundam: Desert Operation;Dec 15, 1990;['FamilySoft'];;['PC-98'];['Strategy'];N/A;0;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
Uchuu Senkan Yamato;Mar 08, 2001;[];Uchuu Senkan Yamato is a Strategy game, developed by Tom Create and published by Bandai Visual, which was released in Japan in 2001.;['WonderSwan Color'];['Strategy'];N/A;0;0;
Deer Hunting USA;Jun 01, 2000;[];An interactive shooting game where players stalk deer in the wilderness during hunting season.;['Arcade'];['Shooter'];N/A;2;0;
Final Fantasy VI: The Eternal Crystals;TBD;[];;[];[];N/A;0;0;
Sakura Taisen V: Saraba Itoshiki Hito Yo;Apr 30, 2010;[];Sakura Wars is a Strategy RPG that features a unique sim-based story system. An in-depth storyline exists, much like in any other RPG, however, the player's destiny in the game is not predetermined. Character interaction plays a major role, and your responses to the various characters in the game can ultimately change the story content and even the final outcome. The battle system is divided into two main parts, ground combat and air combat. Ground combat takes place using two-legged mechanized suits, which transform into jet fighters to take the fight to the sky. Every mech unit in the game can transform from battle mech mode to jet fighter mode during combat. Once transformed, weapons and movement methods will change as well. For example, the hero's ground mode utilizes a sword as his main weapon, but in jet mode he will use long-range missiles.;['PlayStation 2'];['Strategy'];3.3;8;1;
Masters of Combat;Feb 01, 1993;[];Choose one of four colossal fighters, each one with a number of special moves and fighting techniques, and go head-to-head against the other three! Take on a friend in an exhibition combat, or make your way to the top in the one-player tournament, where you must fight for your life - and the lives of all the people on Earth!;['Sega Master System'];['Fighting'];1.8;7;0;
Pocket Professor: KwikNotes Volume One;Apr 13, 2006;[];Pocket Professor: KwikNotes Volume One is a Miscellaneous game, developed and published by Pocket Direct, L.L.C., which was released in 2006.;['Game Boy Advance'];[];N/A;2;0;
Killing Floor 2: Digital Deluxe Edition;TBD;[];;[];[];N/A;0;0;
Adventure Player;Jun 30, 2005;['FromSoftware'];Adventure Player is a Japanese PSP game by From Software.;['PlayStation Portable'];[];N/A;0;0;
Morbid Land;TBD;[];Morbid Land is a hack and slash role playing game.;[];[];N/A;0;0;
Sudoku+;TBD;[];;[];[];N/A;1;0;
Make It Rain: Love of Money;TBD;[];;[];[];N/A;2;0;
Azeri: Journey's End;Jun 09, 2020;[];Take control of the legendary shapeshifting fox Azeri, as it goes on its final journey to breathe life back into a dying world. /n Control 3 unique animals /n Each animal has its own ability /n Set in beautiful desolation, with remenants of the old world being taken over by nature /n This project was built for the Unreal Spring Jam 2020.;['Windows PC'];['Adventure'];N/A;0;0;
100 Days Without Delays;Feb 02, 2022;[];In this Match3 game you have to help Lee Milton manage her task to setup a successful new airport - in mere 100 days! Collect three colorful items in a row, upgrade the airport, even help police to solve the crime, and she will become the youngest airport manager in a company’s history!;['Windows PC'];['Indie'];N/A;0;0;
Star Wars: Open World;TBD;[];A long time ago in a galaxy far, far away... /n We are uprooted from our home and thrown into this galaxy far, far away for the first time, experiencing it from an outsider's perspective. Abducted by slavers and recovering from the initial shock we are left with no choice but to join a small crew planning an escape from captivity, all the while the rising tide of the newly founded galactic empire sweeps across the galaxy! /n Embark on an engaging choice-driven story which will take you across different planets in the Star Wars universe during the very early years of the galactic empire and their push for supremacy.;[];['Shooter'];N/A;0;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
Ghostly Grange;Dec 31, 1987;['Sparklers'];;['ZX Spectrum'];['Arcade'];N/A;1;0;
Only One;TBD;[];Kanye West's "Only One" is a video game about his mother "traveling through the gates of heaven". The title is shared with a song released by Kanye 2 years prior. In his conquest to see the game realised Kanye was turned down several times but now it seems progress has started to be made.;['iOS'];[];N/A;2;0;
Sakura Taisen V: Saraba Itoshiki Hito Yo;Apr 30, 2010;[];Sakura Wars is a Strategy RPG that features a unique sim-based story system. An in-depth storyline exists, much like in any other RPG, however, the player's destiny in the game is not predetermined. Character interaction plays a major role, and your responses to the various characters in the game can ultimately change the story content and even the final outcome. The battle system is divided into two main parts, ground combat and air combat. Ground combat takes place using two-legged mechanized suits, which transform into jet fighters to take the fight to the sky. Every mech unit in the game can transform from battle mech mode to jet fighter mode during combat. Once transformed, weapons and movement methods will change as well. For example, the hero's ground mode utilizes a sword as his main weapon, but in jet mode he will use long-range missiles.;['PlayStation 2'];['Strategy'];3.3;8;1;
Pocket Professor: KwikNotes Volume One;Apr 13, 2006;[];Pocket Professor: KwikNotes Volume One is a Miscellaneous game, developed and published by Pocket Direct, L.L.C., which was released in 2006.;['Game Boy Advance'];[];N/A;2;0;
Adventure Player;Jun 30, 2005;['FromSoftware'];Adventure Player is a Japanese PSP game by From Software.;['PlayStation Portable'];[];N/A;0;0;
Hideboh: Tap Dance Hero;Oct 09, 2014;[];Tap dance themed rhythm game featuring Japanese tap dancer Hideboh.;['PlayStation Vita'];['Music'];N/A;0;0;
Commander Keen Enters RON;TBD;[];A Point And Click Adventure Game created by Tobias Schmitt as part of the Reality-On-The-Norm project.;[];[];N/A;0;0;
Unit Down;TBD;[];A fast-paced arcade-styled shooter with permadeath! Arcade game difficulty, randomly generated runs, fantastic voice acting, colorful characters, and a simple yet unique upgrade system!;[];['Strategy'];N/A;2;1;
One Punch;TBD;['taishi'];This is Action Music Game. You can beat enemies with music.;[];['Music'];N/A;1;0;
Sea Bass Fishing;Feb 23, 1996;['Victor Entertainment'];Sea Bass Fishing is a fishing game developed by Victor Entertainment for the Sega Saturn. It was not released in North America. It is not the same game as the 1998 Sea Bass Fishing, released for Sega Titan Video arcade hardware. /n The game would be followed by Sea Bass Fishing 2, a Japanese exclusive.;['Sega Saturn'];['Sport'];N/A;2;0;
50 Short Games;Jan 11, 2014;['thecatamites'];Being a collection of 50 SHORT GAMES designed by Thecatamites of Harmony World to amuse and instruct, as previously posted individually to glorioustrainwrecks.com, now bundled, for ease of loading.;['Windows PC'];['Indie'];4.6;15;0;
Rayman Collection;Dec 31, 2011;[];Rayman Collection is a compilation of Rayman games. This version of the bundle was released in throughout Europe and Australia, containing: Rayman Forever, Rayman 2, Rayman 3 and Rayman Origins.;['Windows PC'];['Platform'];N/A;2;0;
Dream Girl Premier;TBD;[];;[];[];N/A;0;0;
Knights of the Zodiac: The Phoenix Returns;Oct 05, 2022;['Zeichi Games'];Knights of the Zodiac: The Phoenix Returns is a fan game created for the Game Boy Color that retraces the beginning of the animation (from the moment where Seiya gets his armor) and follows the battle against Ikki.;['Game Boy Color'];['Platform'];4.3;3;0;
Mobile Suit Gundam: Desert Operation;Dec 15, 1990;['FamilySoft'];;['PC-98'];['Strategy'];N/A;0;0;
Cell of Empireo: Isoi Sanemitsu no Records;May 03, 2019;['SharkTale Factory'];;['Windows PC'];['RPG'];4.8;3;0;
Touch Me;Jun 11, 1974;['Atari'];Touch me challenges the player to remember the sequence of sight and sound, and correctly repeat the pattern. The drop of the quarter in the top-mounted acceptor activates the computer to present a single-tone sound. When the sound occurs, the corresponding button lights to give a visual clue. Then the game pauses long enough for the player to "confirm" the sound to the computer by pressing the same button that lit. Oops! Wrong button? ERROR number one… and a lighted window tells the player he's goofed. Then another chance… the sound and lighted button are repeated by the computer. Another pause … right! You've hit the right button(s) in the right sequence, and the game goes on to another sound sequence. Every correct player response adds an additional sound/note to the sequence. "Beep – beep – bloop – beep – bloop" … Did you correctly repeat those sounds when the buttons lit? Sorry, only three errors per game. You'll have to insert another 25¢ and try again!;['Arcade'];[];2.4;10;0;
Aki to Tsukasa no Fushigi no Kabe;TBD;[];Eroge puzzle game developed by New System House Oh! in 1988.;[];['Puzzle'];N/A;1;0;
Pit Pot;Dec 14, 1985;['Sega'];Pit Pot is an Action game, developed and published by Sega, which was released in Japan in 1985.;['Sega Master System'];[];2.8;4;0;
Grav Blazer Squared;Sep 08, 2017;['Ripknot Systems'];Grav Blazer is an arcade space shooter with a focus on fast paced action. Players will experience procedurally generated levels with increasing difficulty. To beat a sector all space bases need to be defeated. Each base will constantly construct enemy ships to defend themselves and the ship type and strength is determined by what sector you are in. Skill based firing mechanics, rotational controlled power attacks, increasing level difficulty, and endless procedurally generated levels are some of the features players will experience.;['Windows PC'];['Indie'];N/A;2;0;
Adventure Player;Jun 30, 2005;['FromSoftware'];Adventure Player is a Japanese PSP game by From Software.;['PlayStation Portable'];[];N/A;0;0;
AstroRock;TBD;[];A music focused take on the classic Asteroids;[];[];N/A;1;0;
Kawaii Koneko DS 2;TBD;[];A cat raising sim.;[];['Simulator'];N/A;1;0;
Takeda Shingen;TBD;[];A turn-based war strategy sim developed by Another for the NES. Unlike its sequel, Shingen the Ruler, it was never released outside of Japan.;[];['Strategy'];N/A;0;0;
Pixelarium;TBD;[];Pixelarium is an evolved color by numbers game, where you can paint by numbers, letters or icons, with three game modes for diferent moods. Also, you can use Steam workshop to upload your own creations.;[];['Indie'];N/A;1;0;
Coloring Game: Pixel;Oct 25, 2019;[];New Game in the Coloring Game Collection. If you’re among those who don’t like coloring large images, then this is the game for you. 40 smaller images are sure to attract your attention for 7-8 hours.;['Windows PC'];['Indie'];3.2;6;0;
Blackwell 1: Legacy;Jul 10, 2014;[];The first game in Wadjet Eye's Blackwell mystery adventure series. /n Rosa Blackwell's humdrum life is turned upside-down when she discovers she is a medium with the power to talk to the dead. /n With the aid of the wise-cracking Joey Mallone, the family spirit guide, she sets out on a quest to lay to rest the ghosts of New York City. /n But is Joey as well-intentioned as he claims? And why is her family bonded to him, generation after generation?;['iOS'];[];N/A;0;0;
Superhero Fight;TBD;[];;[];[];N/A;1;0;
